C:\Bydon (piton)\PP_Lab_2\dataset\Cats\0000.jpg, dataset\Cats\0000.jpg, Cat
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0745.jpg, dataset\Dogs\0745.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0746.jpg, dataset\Dogs\0746.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0747.jpg, dataset\Dogs\0747.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0748.jpg, dataset\Dogs\0748.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0749.jpg, dataset\Dogs\0749.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0750.jpg, dataset\Dogs\0750.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0751.jpg, dataset\Dogs\0751.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0752.jpg, dataset\Dogs\0752.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0753.jpg, dataset\Dogs\0753.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0754.jpg, dataset\Dogs\0754.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0755.jpg, dataset\Dogs\0755.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0756.jpg, dataset\Dogs\0756.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0757.jpg, dataset\Dogs\0757.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0758.jpg, dataset\Dogs\0758.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0759.jpg, dataset\Dogs\0759.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0760.jpg, dataset\Dogs\0760.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0761.jpg, dataset\Dogs\0761.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0762.jpg, dataset\Dogs\0762.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0763.jpg, dataset\Dogs\0763.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0764.jpg, dataset\Dogs\0764.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0765.jpg, dataset\Dogs\0765.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0766.jpg, dataset\Dogs\0766.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0767.jpg, dataset\Dogs\0767.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0768.jpg, dataset\Dogs\0768.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0769.jpg, dataset\Dogs\0769.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0770.jpg, dataset\Dogs\0770.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0771.jpg, dataset\Dogs\0771.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0772.jpg, dataset\Dogs\0772.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0773.jpg, dataset\Dogs\0773.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0774.jpg, dataset\Dogs\0774.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0775.jpg, dataset\Dogs\0775.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0776.jpg, dataset\Dogs\0776.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0777.jpg, dataset\Dogs\0777.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0778.jpg, dataset\Dogs\0778.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0779.jpg, dataset\Dogs\0779.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0780.jpg, dataset\Dogs\0780.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0781.jpg, dataset\Dogs\0781.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0782.jpg, dataset\Dogs\0782.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0783.jpg, dataset\Dogs\0783.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0784.jpg, dataset\Dogs\0784.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0785.jpg, dataset\Dogs\0785.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0786.jpg, dataset\Dogs\0786.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0787.jpg, dataset\Dogs\0787.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0788.jpg, dataset\Dogs\0788.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0789.jpg, dataset\Dogs\0789.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0790.jpg, dataset\Dogs\0790.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0791.jpg, dataset\Dogs\0791.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0792.jpg, dataset\Dogs\0792.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0793.jpg, dataset\Dogs\0793.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0794.jpg, dataset\Dogs\0794.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0795.jpg, dataset\Dogs\0795.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0796.jpg, dataset\Dogs\0796.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0797.jpg, dataset\Dogs\0797.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0798.jpg, dataset\Dogs\0798.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0799.jpg, dataset\Dogs\0799.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0800.jpg, dataset\Dogs\0800.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0801.jpg, dataset\Dogs\0801.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0802.jpg, dataset\Dogs\0802.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0803.jpg, dataset\Dogs\0803.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0804.jpg, dataset\Dogs\0804.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0805.jpg, dataset\Dogs\0805.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0806.jpg, dataset\Dogs\0806.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0807.jpg, dataset\Dogs\0807.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0808.jpg, dataset\Dogs\0808.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0809.jpg, dataset\Dogs\0809.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0810.jpg, dataset\Dogs\0810.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0811.jpg, dataset\Dogs\0811.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0812.jpg, dataset\Dogs\0812.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0813.jpg, dataset\Dogs\0813.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0814.jpg, dataset\Dogs\0814.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0815.jpg, dataset\Dogs\0815.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0816.jpg, dataset\Dogs\0816.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0817.jpg, dataset\Dogs\0817.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0818.jpg, dataset\Dogs\0818.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0819.jpg, dataset\Dogs\0819.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0820.jpg, dataset\Dogs\0820.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0821.jpg, dataset\Dogs\0821.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0822.jpg, dataset\Dogs\0822.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0823.jpg, dataset\Dogs\0823.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0824.jpg, dataset\Dogs\0824.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0825.jpg, dataset\Dogs\0825.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0826.jpg, dataset\Dogs\0826.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0827.jpg, dataset\Dogs\0827.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0828.jpg, dataset\Dogs\0828.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0829.jpg, dataset\Dogs\0829.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0830.jpg, dataset\Dogs\0830.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0831.jpg, dataset\Dogs\0831.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0832.jpg, dataset\Dogs\0832.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0833.jpg, dataset\Dogs\0833.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0834.jpg, dataset\Dogs\0834.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0835.jpg, dataset\Dogs\0835.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0836.jpg, dataset\Dogs\0836.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0837.jpg, dataset\Dogs\0837.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0838.jpg, dataset\Dogs\0838.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0839.jpg, dataset\Dogs\0839.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0840.jpg, dataset\Dogs\0840.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0841.jpg, dataset\Dogs\0841.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0842.jpg, dataset\Dogs\0842.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0843.jpg, dataset\Dogs\0843.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0844.jpg, dataset\Dogs\0844.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0845.jpg, dataset\Dogs\0845.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0846.jpg, dataset\Dogs\0846.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0847.jpg, dataset\Dogs\0847.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0848.jpg, dataset\Dogs\0848.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0849.jpg, dataset\Dogs\0849.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0850.jpg, dataset\Dogs\0850.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0851.jpg, dataset\Dogs\0851.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0852.jpg, dataset\Dogs\0852.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0853.jpg, dataset\Dogs\0853.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0854.jpg, dataset\Dogs\0854.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0855.jpg, dataset\Dogs\0855.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0856.jpg, dataset\Dogs\0856.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0857.jpg, dataset\Dogs\0857.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0858.jpg, dataset\Dogs\0858.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0859.jpg, dataset\Dogs\0859.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0860.jpg, dataset\Dogs\0860.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0861.jpg, dataset\Dogs\0861.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0862.jpg, dataset\Dogs\0862.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0863.jpg, dataset\Dogs\0863.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0864.jpg, dataset\Dogs\0864.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0865.jpg, dataset\Dogs\0865.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0866.jpg, dataset\Dogs\0866.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0867.jpg, dataset\Dogs\0867.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0868.jpg, dataset\Dogs\0868.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0869.jpg, dataset\Dogs\0869.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0870.jpg, dataset\Dogs\0870.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0871.jpg, dataset\Dogs\0871.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0872.jpg, dataset\Dogs\0872.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0873.jpg, dataset\Dogs\0873.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0874.jpg, dataset\Dogs\0874.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0875.jpg, dataset\Dogs\0875.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0876.jpg, dataset\Dogs\0876.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0877.jpg, dataset\Dogs\0877.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0878.jpg, dataset\Dogs\0878.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0879.jpg, dataset\Dogs\0879.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0880.jpg, dataset\Dogs\0880.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0881.jpg, dataset\Dogs\0881.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0882.jpg, dataset\Dogs\0882.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0883.jpg, dataset\Dogs\0883.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0884.jpg, dataset\Dogs\0884.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0885.jpg, dataset\Dogs\0885.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0886.jpg, dataset\Dogs\0886.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0887.jpg, dataset\Dogs\0887.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0888.jpg, dataset\Dogs\0888.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0889.jpg, dataset\Dogs\0889.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0890.jpg, dataset\Dogs\0890.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0891.jpg, dataset\Dogs\0891.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0892.jpg, dataset\Dogs\0892.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0893.jpg, dataset\Dogs\0893.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0894.jpg, dataset\Dogs\0894.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0895.jpg, dataset\Dogs\0895.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0896.jpg, dataset\Dogs\0896.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0897.jpg, dataset\Dogs\0897.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0898.jpg, dataset\Dogs\0898.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0899.jpg, dataset\Dogs\0899.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0900.jpg, dataset\Dogs\0900.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0901.jpg, dataset\Dogs\0901.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0902.jpg, dataset\Dogs\0902.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0903.jpg, dataset\Dogs\0903.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0904.jpg, dataset\Dogs\0904.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0905.jpg, dataset\Dogs\0905.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0906.jpg, dataset\Dogs\0906.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0907.jpg, dataset\Dogs\0907.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0908.jpg, dataset\Dogs\0908.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0909.jpg, dataset\Dogs\0909.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0910.jpg, dataset\Dogs\0910.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0911.jpg, dataset\Dogs\0911.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0912.jpg, dataset\Dogs\0912.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0913.jpg, dataset\Dogs\0913.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0914.jpg, dataset\Dogs\0914.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0915.jpg, dataset\Dogs\0915.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0916.jpg, dataset\Dogs\0916.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0917.jpg, dataset\Dogs\0917.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0918.jpg, dataset\Dogs\0918.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0919.jpg, dataset\Dogs\0919.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0920.jpg, dataset\Dogs\0920.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0921.jpg, dataset\Dogs\0921.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0922.jpg, dataset\Dogs\0922.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0923.jpg, dataset\Dogs\0923.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0924.jpg, dataset\Dogs\0924.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0925.jpg, dataset\Dogs\0925.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0926.jpg, dataset\Dogs\0926.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0927.jpg, dataset\Dogs\0927.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0928.jpg, dataset\Dogs\0928.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0929.jpg, dataset\Dogs\0929.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0930.jpg, dataset\Dogs\0930.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0931.jpg, dataset\Dogs\0931.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0932.jpg, dataset\Dogs\0932.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0933.jpg, dataset\Dogs\0933.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0934.jpg, dataset\Dogs\0934.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0935.jpg, dataset\Dogs\0935.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0936.jpg, dataset\Dogs\0936.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0937.jpg, dataset\Dogs\0937.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0938.jpg, dataset\Dogs\0938.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0939.jpg, dataset\Dogs\0939.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0940.jpg, dataset\Dogs\0940.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0941.jpg, dataset\Dogs\0941.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0942.jpg, dataset\Dogs\0942.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0943.jpg, dataset\Dogs\0943.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0944.jpg, dataset\Dogs\0944.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0945.jpg, dataset\Dogs\0945.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0946.jpg, dataset\Dogs\0946.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0947.jpg, dataset\Dogs\0947.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0948.jpg, dataset\Dogs\0948.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0949.jpg, dataset\Dogs\0949.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0950.jpg, dataset\Dogs\0950.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0951.jpg, dataset\Dogs\0951.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0952.jpg, dataset\Dogs\0952.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0953.jpg, dataset\Dogs\0953.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0954.jpg, dataset\Dogs\0954.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0955.jpg, dataset\Dogs\0955.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0956.jpg, dataset\Dogs\0956.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0957.jpg, dataset\Dogs\0957.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0958.jpg, dataset\Dogs\0958.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0959.jpg, dataset\Dogs\0959.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0960.jpg, dataset\Dogs\0960.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0961.jpg, dataset\Dogs\0961.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0962.jpg, dataset\Dogs\0962.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0963.jpg, dataset\Dogs\0963.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0964.jpg, dataset\Dogs\0964.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0965.jpg, dataset\Dogs\0965.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0966.jpg, dataset\Dogs\0966.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0967.jpg, dataset\Dogs\0967.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0968.jpg, dataset\Dogs\0968.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0969.jpg, dataset\Dogs\0969.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0970.jpg, dataset\Dogs\0970.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0971.jpg, dataset\Dogs\0971.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0972.jpg, dataset\Dogs\0972.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0973.jpg, dataset\Dogs\0973.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0974.jpg, dataset\Dogs\0974.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0975.jpg, dataset\Dogs\0975.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0976.jpg, dataset\Dogs\0976.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0977.jpg, dataset\Dogs\0977.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0978.jpg, dataset\Dogs\0978.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0979.jpg, dataset\Dogs\0979.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0980.jpg, dataset\Dogs\0980.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0981.jpg, dataset\Dogs\0981.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0982.jpg, dataset\Dogs\0982.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0983.jpg, dataset\Dogs\0983.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0984.jpg, dataset\Dogs\0984.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0985.jpg, dataset\Dogs\0985.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0986.jpg, dataset\Dogs\0986.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0987.jpg, dataset\Dogs\0987.jpg, Dog
C:\Bydon (piton)\PP_Lab_2\dataset\Dogs\0988.jpg, dataset\Dogs\0988.jpg, Dog
